x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19
29,NA,1,NA,3,48,90,NA,1,NA,6,4,0.41667,0.08333,0,0,NA,0,0
29,2,NA,NA,3,NA,90,NA,1,1,6,4,0.41667,0.08333,0,0,NA,NA,0
29,2,1,NA,NA,48,90,NA,1,1,6,4,0.41667,0.08333,0,0,NA,0,0
29,2,1,NA,3,NA,NA,0.144,1,1,6,4,0.41667,0.08333,0,0,NA,0,0
29,2,NA,NA,NA,48,NA,0.144,1,1,6,4,0.41667,0.08333,0,0,0,NA,0
29,NA,NA,2,NA,48,NA,0.144,1,1,6,4,0.5,0,0,0,NA,0,0
29,2,0,2,NA,48,90,0.144,1,1,6,4,0.5,0,0,0,NA,0,0
8,2,1,2,2,NA,90,1,1,1,6,4,0.16667,0.08333,0,0,NA,0,0
15,NA,1,2,NA,46,90,NA,1.01,1,6,4,0,0,0,0,NA,0,0
18,1,1,NA,5,59,NA,NA,NA,0,13,6,0,0.08333,0,0,0,NA,0
3,NA,NA,2,NA,NA,90,0.124,NA,1,3,5,0.08333,0.08333,0,0,NA,0,0
27,NA,1,1,5,50,89,NA,1.3,1,6,5,0,0.08333,0,0,0,0,0
27,2,NA,1,5,50,NA,1,1.32,1,6,5,0,0.08333,0,0,NA,0,0
27,NA,0,NA,6,NA,87,NA,1,NA,6,8,0.25,0.08333,0,0,0,NA,0
27,2,NA,2,6,42,87,0.077,1,1,6,4,0.25,0.08333,0,0,NA,0,0
27,2,0,2,NA,NA,87,0.077,1,1,6,8,0.25,0.08333,0,0,NA,NA,0
27,NA,NA,2,6,NA,NA,NA,1,1,6,4,0.33333,0,0,0,NA,NA,0
27,2,1,2,NA,NA,NA,NA,1,1,6,8,0.33333,0,0,0,0,NA,0
27,NA,NA,2,NA,42,NA,0.077,1,1,6,8,0.33333,0,0,0,NA,NA,0
27,2,1,NA,6,42,87,0.077,1,1,5,8,0.33333,0,0,0,NA,0,0
27,2,NA,2,6,42,87,0.077,NA,NA,5,4,0.33333,0,0,0,NA,NA,0
27,NA,1,2,NA,42,87,NA,1,1,6,4,0.33333,0,0,0,NA,NA,0
27,2,NA,NA,6,42,87,0.077,1,1,6,8,0.33333,0,0,0,NA,NA,0
27,2,0,2,NA,NA,86,0.124,1,1,6,4,0.41667,0.08333,0,0,0,0,0
27,2,NA,2,15,NA,NA,0.124,1,1,6,4,0.5,0,0,0,0,NA,0
5,1,0,NA,NA,NA,85,0.164,1,1,6,4,0.08333,0.08333,0,0,0,0,0
42,2,0,NA,3,NA,85,NA,1.452,1,63,4,0.08333,0.41667,0,0,0,NA,0
3,NA,0,2,3,49,NA,0.036,1,1,6,8,0,0.08333,0,0,0,0,0
3,NA,NA,2,3,49,84,0.036,1,NA,6,8,0,0.08333,0,0,0,NA,0
3,NA,NA,NA,3,49,84,NA,1,1,6,8,0,0.08333,0,0,0,0,0
3,2,1,2,NA,49,84,0.036,1,1,6,4,0,0.08333,0,0,NA,0,0
3,2,NA,NA,NA,49,NA,0.036,1,1,6,4,0,0.08333,0,0,0,0,0
3,NA,1,2,3,49,84,NA,1,1,6,4,0,0.08333,0,0,0,NA,0
3,2,0,2,3,NA,84,0.036,NA,1,6,4,0,0.08333,0,0,NA,0,0
3,2,0,NA,3,NA,84,0.036,1,1,6,4,0,0,0,0,NA,NA,0
3,2,NA,2,3,49,84,NA,NA,1,3,4,0,0,0,0,NA,NA,0
3,2,1,2,3,49,84,NA,1,1,1,4,0,0,0,0,0,0,0
3,2,1,2,3,49,NA,NA,1,1,5,4,0,0,0,0,0,0,0
3,2,1,2,NA,NA,84,NA,1,NA,4,4,0,0,0,0,NA,0,0
3,2,1,NA,NA,49,84,0.036,1,1,3,4,0,0,0,0,0,0,0
3,NA,1,NA,3,49,NA,0.036,NA,1,2,4,0,0,0,0,0,0,0
21,2,0,2,NA,NA,NA,NA,1,NA,6,4,0.41667,0.08333,0,0,NA,0,0
21,2,NA,2,5,NA,84,NA,1,1,5,4,0.41667,0.08333,0,0,NA,0,0
21,NA,NA,NA,5,NA,84,0.077,1,1,6,4,0.41667,0.08333,0,0,0,NA,0
3,2,0,2,NA,NA,84,NA,1.168,1,6,8,0,0.08333,0,0,0,NA,0
15,3,0,2,NA,52,NA,NA,3.56,1,65,4,0,0.5,1,1,0,NA,0
7,NA,NA,2,3,46,NA,NA,3.713,1,22,5,0,0.16667,1,1,0,NA,0
3,NA,1,NA,NA,53,80,NA,NA,1,6,4,0.16667,0,0,0,0,0,0
3,NA,0,2,NA,NA,80,1,1,1,6,4,0.16667,0,0,0,0,0,0
3,2,NA,2,4,NA,80,NA,1,1,6,4,0.16667,0,0,0,NA,0,0
3,2,1,2,NA,53,80,1,1,1,6,4,0.16667,0,0,0,0,NA,0
3,NA,1,NA,NA,NA,80,1,NA,1,6,4,0.16667,0,0,0,NA,NA,0
3,NA,0,2,4,53,NA,NA,1,1,6,4,0.16667,0,0,0,0,0,0
3,NA,NA,NA,NA,NA,80,1,1,1,6,4,0.08333,0.08333,0,0,NA,NA,0
3,2,0,2,NA,53,80,NA,1,1,6,4,0.08333,0.08333,0,0,0,0,0
3,2,0,NA,NA,53,80,NA,1,1,6,4,0.08333,0.08333,0,0,0,0,0
3,2,0,2,4,53,NA,1,1,1,6,4,0.08333,0.08333,0,0,NA,NA,0
3,NA,0,NA,NA,53,80,NA,1,1,6,4,0.08333,0.08333,0,0,0,NA,0
3,2,1,2,4,53,80,NA,1,1,6,4,0.08333,0.08333,0,0,0,NA,0
3,NA,1,2,4,53,NA,1,NA,1,6,4,0.08333,0.08333,0,0,0,NA,0
16,NA,1,NA,7,30,79,NA,NA,1,6,4,0.5,0.08333,0,0,NA,NA,0
8,2,1,NA,7,46,78,0.1,1,1,6,4,0.25,0.08333,0,0,NA,0,0
8,2,NA,NA,7,46,78,0.1,1,NA,6,4,0.33333,0,0,0,NA,0,0
8,2,NA,2,NA,46,78,NA,1,1,6,4,0.33333,0,0,0,0,0,0
29,2,0,1,4,54,78,NA,1.079,NA,6,8,0.41667,0.08333,0,0,NA,0,0
29,2,NA,NA,4,54,78,0.012,1,1,6,4,0.41667,0.08333,0,0,NA,0,0
29,2,1,1,4,54,78,0.012,1,1,6,4,0.41667,0.08333,0,0,0,NA,0
29,NA,NA,1,4,NA,78,NA,1.013,1,6,4,0.5,0,0,0,0,NA,0
29,2,NA,1,4,NA,78,0.012,1,1,6,4,0.5,0,0,0,NA,0,0
29,2,NA,1,4,54,NA,0.012,1.172,1,21,5,0.33333,0.16667,0,0,0,NA,0
42,NA,NA,2,3,52,76,0.035,5.086,1,9,4,0.41667,0.08333,0,0,NA,0,0
19,NA,0,2,2,50,75,NA,3.504,1,66,8,0.08333,0.5,1,1,0.045,NA,0
19,3,NA,2,2,50,75,0.992,3.504,1,66,8,0.08333,0.5,1,1,NA,NA,0
9,NA,0,2,NA,54,75,0.1,1.046,1,6,4,0.25,0.08333,0,0,0,NA,0
9,2,0,2,NA,NA,75,NA,NA,1,6,4,0.25,0.08333,0,0,0,NA,0
9,2,1,NA,NA,NA,75,0.1,NA,1,6,4,0.25,0.08333,0,0,NA,NA,0
9,NA,1,2,3,NA,75,NA,1,1,6,4,0.33333,0,0,0,0,0,0
9,2,1,2,NA,NA,NA,NA,NA,1,3,4,0.33333,0,0,0,NA,0,0
9,NA,0,2,3,54,NA,NA,1.037,1,3,4,0.33333,0,0,0,NA,NA,0
22,2,0,NA,NA,NA,NA,0.182,1,1,6,4,0.41667,0.08333,0,0,NA,NA,0
22,NA,NA,2,5,44,NA,NA,1,1,5,1,0.41667,0.08333,0,0,NA,0,0
22,NA,NA,2,NA,44,NA,0.182,1,1,6,4,0.41667,0.08333,0,0,0,NA,0
22,2,1,2,5,44,74,NA,1,1,6,1,0.41667,0.08333,0,0,0,0,0
22,2,1,2,5,44,NA,0.182,1,1,6,1,0.41667,0.08333,0,0,NA,NA,0
22,NA,0,NA,5,44,74,NA,1,1,3,4,0.41667,0.08333,0,0,NA,0,0
22,2,NA,2,5,44,74,0.182,1,1,2,4,0.41667,0.08333,0,0,0,0,0
22,NA,0,2,NA,44,74,NA,1,1,4,8,0.41667,0.08333,0,0,0,0,0
22,2,NA,NA,5,44,74,0.182,1,1,3,8,0.41667,0.08333,0,0,0,0,0
22,2,1,NA,NA,44,NA,0.182,1,1,6,8,0.41667,0.08333,0,0,0,NA,0
22,2,NA,2,5,44,74,0.182,1,1,6,4,0.41667,0.08333,0,0,NA,NA,0
22,NA,1,2,NA,NA,74,0.182,1,1,5,1,0.41667,0.08333,0,0,0,0,0
22,2,NA,2,NA,44,NA,0.182,1,1,6,4,0.41667,0.08333,0,0,0,NA,0
22,2,0,2,NA,NA,74,NA,1,1,6,1,0.41667,0.08333,0,0,NA,0,0
22,2,0,2,5,NA,74,0.182,1,1,4,8,0.41667,0.08333,0,0,0,NA,0
22,2,NA,2,NA,NA,NA,0.182,1,1,6,1,0.5,0,0,0,NA,NA,0
22,2,0,2,NA,44,NA,0.182,1,1,6,4,0.5,0,0,0,NA,0,0
22,2,NA,NA,5,44,74,0.182,NA,1,6,4,0.5,0,0,0,0,NA,0
22,2,NA,2,5,NA,74,0.182,1,1,6,4,0.5,0,0,0,NA,NA,0
22,2,1,NA,5,NA,NA,NA,1,NA,6,4,0.5,0,0,0,0,0,0
22,2,1,NA,NA,44,74,0.182,1,1,6,8,0.5,0,0,0,0,0,0
22,2,1,2,NA,NA,NA,0.182,1,1,6,8,0.5,0,0,0,NA,NA,0
22,2,0,NA,5,NA,74,NA,1,1,6,8,0.5,0,0,0,0,0,0
22,2,0,2,5,44,74,NA,1,1,6,1,0.5,0,0,0,0,NA,0
22,NA,0,NA,5,NA,74,0.182,1,1,6,1,0.5,0,0,0,NA,NA,0
22,2,0,2,NA,NA,74,0.182,1,1,6,1,0.5,0,0,0,NA,NA,0
22,2,0,NA,5,NA,NA,0.182,NA,1,6,1,0.5,0,0,0,0,NA,0
22,2,0,NA,NA,44,74,0.182,1,1,6,4,0.5,0,0,0,0,0,0
22,2,0,2,5,44,74,NA,1,1,5,3,0.5,0,0,0,0,0,0
22,2,1,2,NA,44,NA,0.182,1,1,5,4,0.5,0,0,0,NA,0,0
22,NA,1,NA,5,44,74,0.182,1,1,5,NA,0.5,0,0,0,NA,NA,0
22,2,NA,2,NA,44,NA,0.182,1,1,1,5,0.5,0,0,0,NA,NA,0
9,2,0,2,5,NA,73,NA,1,1,12,4,0,0.08333,1,1,NA,0.009,0
9,NA,0,2,5,50,73,1,1,1,12,4,0,0.08333,1,1,NA,0.009,0
9,NA,NA,2,NA,50,NA,NA,1.175,NA,12,4,0,0.08333,1,1,0.021,0.009,0
9,NA,0,NA,5,50,NA,NA,1.175,1,12,4,0,0.08333,1,1,NA,0.009,0
9,NA,0,2,5,NA,73,NA,1.175,1,12,4,0,0.08333,1,1,0.021,0.009,0
9,NA,0,NA,NA,NA,73,NA,1.175,1,12,4,0,0.08333,1,1,0.021,0.009,0
9,NA,1,2,5,50,NA,1,1.175,1,12,4,0,0.08333,1,1,NA,0.009,0
9,NA,NA,NA,NA,NA,73,NA,1.175,1,12,4,0,0.08333,1,1,0.021,NA,0
9,2,1,2,5,50,73,1,1.175,1,12,4,0,0.08333,1,1,0.021,0.009,0
9,NA,1,2,5,NA,73,1,1.175,1,12,4,0,0.08333,1,1,0.021,0.009,0
9,NA,0,2,5,50,73,1,1.175,1,12,4,0,0.08333,1,1,0.021,NA,0
9,2,NA,2,NA,50,NA,1,1.175,1,12,4,0,0.08333,1,1,0.021,NA,0
9,2,0,2,5,NA,NA,NA,1.175,1,12,4,0,0.08333,1,1,NA,NA,0
9,2,0,2,5,NA,73,NA,1.175,1,12,NA,0,0.08333,1,1,0.021,NA,0
9,2,NA,NA,NA,50,NA,NA,1.175,1,12,NA,0,0.08333,1,1,NA,0.009,0
9,NA,0,2,5,50,73,NA,1.175,1,12,4,0,0.08333,1,1,NA,0.009,0
9,2,1,2,NA,50,NA,NA,1.175,1,12,4,0,0.08333,1,1,NA,NA,0
9,2,NA,2,NA,50,NA,1,1.175,1,12,4,0,0.08333,1,1,NA,0.009,0
9,2,NA,2,5,50,NA,1,1.175,1,12,4,0,0.08333,1,1,NA,0.009,0
9,NA,1,2,5,50,NA,1,NA,1,12,4,0,0.08333,1,1,0.021,0.009,0
9,2,1,NA,5,50,73,1,1.175,1,12,4,0,0.08333,1,1,0.021,NA,0
9,2,1,2,NA,50,73,1,1.175,1,12,4,0,0.08333,1,1,NA,NA,0
9,2,0,2,5,50,73,1,1.175,1,12,4,0,0.08333,1,1,NA,NA,0
9,2,0,NA,NA,NA,73,NA,1.175,1,12,4,0,0.08333,1,1,NA,0.009,0
9,NA,0,2,5,50,73,NA,1.175,1,12,4,0,0.08333,1,1,NA,0.009,0
9,2,NA,2,5,50,73,1,1.175,1,12,4,0,0.08333,1,1,0.021,0.009,0
9,NA,NA,NA,NA,NA,NA,1,1.197,1,6,4,0,0.08333,1,1,0.021,0.009,0
9,2,NA,2,5,50,73,1,1.217,1,6,4,0,0,1,1,NA,NA,0
9,2,0,2,NA,50,73,NA,1.3,1,12,5,0,0.08333,1,1,NA,NA,0
9,2,0,2,NA,50,NA,1,1.3,1,12,5,0,0.08333,1,1,NA,NA,0
9,2,0,2,5,50,NA,NA,1.3,NA,12,5,0,0.08333,1,1,NA,NA,0
9,2,NA,NA,NA,NA,73,NA,NA,1,12,5,0,0.08333,1,1,NA,NA,0
9,2,1,2,NA,50,NA,1,1.3,1,12,5,0,0.08333,1,1,0.021,0.009,0
9,NA,1,2,NA,NA,73,1,1.3,1,12,5,0,0.08333,1,1,0.021,0.009,0
9,2,NA,2,NA,NA,NA,1,1.3,1,12,5,0,0.08333,1,1,0.021,0.009,0
9,2,1,2,5,50,73,NA,1.3,1,12,5,0,0.08333,1,1,0.021,NA,0
9,NA,1,NA,NA,NA,NA,NA,1.3,1,6,5,0,0,1,1,NA,NA,0
9,NA,1,2,5,50,NA,1,1.305,1,12,5,0,0.08333,1,1,0.021,NA,0
9,2,NA,NA,5,50,73,NA,1.308,1,12,5,0,0.08333,1,1,0.021,0.009,0
9,NA,1,NA,NA,50,73,1,1.309,1,12,5,0,0.08333,1,1,0.021,NA,0
9,2,1,2,NA,NA,NA,NA,NA,1,12,5,0,0.08333,1,1,0.021,0.009,0
9,2,NA,NA,5,NA,NA,1,1.333,1,6,5,0,0.08333,1,1,NA,0.009,0
9,2,1,2,5,NA,73,NA,1.368,1,14,5,0,0.08333,1,1,NA,0.009,0
9,2,1,NA,NA,50,73,1,1.368,1,13,5,0,0.08333,1,1,NA,NA,0
9,2,1,2,5,NA,NA,1,1.4,1,6,5,0,0.08333,1,1,NA,0.009,0
9,NA,0,NA,NA,NA,73,1,NA,1,12,5,0,0.08333,1,1,0.021,0.009,0
9,2,NA,2,NA,50,73,1,1.46,1,12,5,0,0.08333,1,1,NA,0.009,0
9,2,NA,2,5,NA,NA,1,1.5,1,6,5,0,0,1,1,0.021,0.009,0
12,NA,0,NA,NA,NA,NA,NA,NA,0,5,5,0,0.08333,0,0,NA,0,0
10,NA,NA,3,5,NA,70,0.122,NA,0,6,4,0.08333,0,0,0,0,0,0
10,2,NA,3,NA,47,70,0.119,1.3,NA,6,5,0,0.08333,0,0,0,NA,0
10,2,1,3,5,47,70,NA,1.3,0,6,5,0.08333,0,0,0,0,0,0
10,2,NA,3,NA,NA,70,NA,1,1,26,7,0,0.16667,0,0,NA,0,0
24,2,0,NA,1,54,70,NA,1.14,NA,35,8,0,0.25,0,0,0,NA,0
9,2,0,2,2,52,NA,0.178,NA,1,48,5,0.08333,0.33333,0,0,NA,NA,0
4,2,NA,2,1,NA,NA,0.168,NA,1,6,5,0,0.08333,0,0,NA,0,0
4,2,NA,2,NA,52,70,NA,1.12,0,6,NA,0,0.08333,0,0,0,NA,0
9,2,NA,2,2,52,70,NA,1,NA,6,4,0.33333,0.08333,0,0,0,0,0
4,2,1,2,1,52,70,0.066,NA,1,3,8,0,0.08333,0,0,NA,0,0
9,2,1,NA,NA,NA,NA,0.214,NA,1,6,4,0.33333,0.08333,0,0,NA,0,0
9,2,1,2,2,NA,70,NA,1.35,1,3,4,0.41667,0,0,0,NA,0,0
6,2,1,2,2,46,NA,NA,1,1,12,8,0.25,0.08333,0,0,0,0,0
17,2,NA,1,NA,NA,NA,0.05,1.215,NA,48,6,0.25,0.33333,0,0,0,NA,0
11,2,1,NA,2,54,70,1,1,1,12,4,0,0.08333,0,0,0,0,0
11,2,1,1,2,NA,NA,1,1.025,1,12,4,0,0.08333,0,0,0,0,1
9,NA,0,12,NA,NA,67,NA,1,1,6,1,0.5,0,0,0,NA,NA,0
9,2,0,12,5,46,NA,0.25,1,1,6,NA,0.5,0,0,0,NA,0,0
9,2,NA,NA,NA,NA,NA,NA,NA,1,6,1,0.41667,0.08333,0,0,NA,0,0
9,2,0,NA,NA,46,NA,NA,NA,1,6,4,0.5,0,0,0,NA,0,0
9,2,NA,NA,NA,46,67,0.25,1.101,1,12,NA,0.41667,0.08333,0,0,NA,NA,0
9,NA,1,12,NA,46,67,0.25,1.212,1,6,8,0.41667,0.08333,0,0,NA,NA,0
9,2,1,12,5,NA,NA,0.25,NA,1,6,8,0.41667,0.08333,0,0,NA,0,0
9,2,1,12,NA,46,67,NA,1.3,1,3,8,0.41667,0.08333,0,0,0,0,0
9,2,NA,12,5,NA,NA,NA,1.342,1,4,5,0.5,0,0,0,NA,0,0
32,2,NA,3,3,NA,NA,0.029,1,1,6,4,0,0.08333,0,0,0,NA,0
32,2,0,3,3,48,60,NA,1,1,6,NA,0,0.08333,0,0,0,0,0
32,2,NA,3,NA,48,NA,NA,1,1,6,4,0,0.08333,0,0,NA,NA,0
32,2,0,3,NA,48,60,0.029,1,1,6,NA,0,0.08333,0,0,NA,0,0
32,NA,NA,3,3,NA,60,NA,1,1,6,4,0,0.08333,0,0,0,NA,0
32,NA,0,3,3,48,60,NA,NA,NA,6,4,0,0.08333,0,0,NA,NA,0
32,NA,NA,3,NA,48,60,0.029,1,1,6,4,0,0.08333,0,0,NA,0,0
32,2,NA,3,3,NA,NA,0.029,1,1,6,4,0,0.08333,0,0,NA,0,0
32,NA,0,3,3,48,NA,0.029,1,1,6,4,0,0.08333,0,0,NA,0,0
32,2,0,NA,NA,NA,60,NA,1,1,6,4,0,0,0,0,NA,NA,0
32,2,0,NA,3,NA,NA,NA,1,1,6,4,0,0,0,0,0,0,0
32,2,0,3,NA,48,60,0.029,1,1,6,4,0,0,0,0,NA,0,0
32,NA,NA,3,3,48,NA,NA,1,1,6,NA,0,0,0,0,NA,NA,0
32,NA,0,3,NA,NA,NA,0.029,1,1,6,NA,0,0,0,0,NA,NA,0
32,NA,NA,3,NA,48,NA,NA,1,1,6,4,0,0,0,0,NA,NA,0
32,NA,0,NA,NA,NA,60,NA,1,1,6,4,0,0,0,0,0,0,0
20,2,NA,2,NA,58,NA,0.168,3.409,1,48,4,0.25,0.33333,1,0,NA,0,0
20,2,0,NA,2,58,60,0.168,3.409,1,48,4,0.25,0.33333,1,0,0.442,0,0
20,NA,NA,2,2,58,60,NA,3.409,1,48,4,0.25,0.33333,1,0,0.442,NA,0
20,2,0,2,2,NA,60,0.168,3.409,NA,48,4,0.25,0.33333,1,0,NA,0,0
23,2,0,2,2,46,NA,NA,1.418,1,60,4,0,0.41667,0,0,0,NA,0
15,2,NA,2,NA,NA,60,1,1,1,12,1,0.16667,0.08333,0,0,0,NA,0
15,NA,NA,NA,NA,39,60,NA,1,1,12,1,0.16667,0.08333,0,0,0,NA,0
15,NA,NA,NA,NA,39,60,NA,1,1,12,1,0.16667,0.08333,0,0,NA,0,0
15,2,0,2,NA,39,60,1,1.055,NA,12,4,0.16667,0.08333,0,0,0,0,0
17,NA,0,NA,3,65,59,1,1,NA,8,4,1.08333,0,0,0,NA,NA,0
17,2,0,2,3,NA,59,1,1,1,7,4,1.08333,0,0,0,NA,NA,0
17,NA,0,NA,3,NA,NA,NA,1,1,7,4,1,0.08333,0,0,0,0,0
17,2,0,2,NA,65,NA,NA,1,1,6,4,1.08333,0,0,0,0,NA,0
17,NA,NA,2,NA,65,59,1,1.141,1,3,5,1,0.08333,0,0,NA,NA,0
17,NA,0,2,3,65,NA,1,1.168,1,3,NA,1,0.08333,0,0,NA,NA,0
17,2,0,NA,3,65,59,1,1.169,1,3,NA,1,0.08333,0,0,NA,0,0
17,2,0,2,3,65,59,1,1.17,1,9,5,1,0.08333,0,0,0,NA,0
17,2,0,NA,3,NA,59,NA,1.17,1,6,5,1,0.08333,0,0,NA,0,0
17,2,0,2,3,65,59,1,1.17,1,3,5,1.08333,0,0,0,0,NA,0
17,2,0,2,3,NA,NA,NA,NA,1,3,5,1,0.08333,0,0,NA,0,0
17,NA,0,2,3,NA,59,NA,1.172,NA,10,5,1,0.08333,0,0,0,0,0
17,2,NA,2,NA,65,NA,1,1.172,1,3,5,1.08333,0,0,0,NA,NA,0
17,2,0,2,NA,65,59,1,NA,1,2,NA,1,0.08333,0,0,NA,0,0
17,2,0,2,3,NA,59,NA,NA,1,3,5,1,0.08333,0,0,0,0,0
17,2,0,2,3,65,59,1,1.173,1,3,5,1.08333,0,0,0,NA,0,0
17,2,0,2,NA,NA,NA,NA,1.173,1,4,5,1.08333,0,0,0,NA,NA,0
17,2,0,NA,NA,NA,NA,NA,NA,1,3,5,1.08333,0,0,0,NA,NA,0
17,NA,NA,2,3,NA,59,1,NA,NA,2,5,1.08333,0,0,0,0,NA,0
17,2,1,2,3,65,59,NA,1.174,1,3,5,1.08333,0,0,0,0,NA,0
17,NA,1,2,3,65,NA,NA,1.176,1,9,5,1,0.08333,0,0,0,NA,0
17,NA,1,2,3,65,59,1,1.176,1,6,5,1.08333,0,0,0,0,NA,0
17,2,1,2,3,65,NA,1,NA,1,6,5,1.08333,0,0,0,NA,NA,0
17,NA,1,2,NA,65,NA,NA,1.181,1,2,5,1.08333,0,0,0,NA,NA,0
17,2,0,2,NA,NA,NA,1,1.182,1,3,5,1,0.08333,0,0,NA,NA,0
17,NA,0,2,NA,65,NA,1,1.182,1,3,5,1.08333,0,0,0,NA,0,0
17,2,NA,NA,3,65,NA,NA,NA,1,30,5,0.83333,0.25,0,0,0,NA,0
17,2,NA,NA,NA,65,NA,NA,NA,1,12,5,1,0.08333,0,0,0,NA,0
17,2,1,NA,3,65,59,1,1.183,NA,3,5,1.08333,0,0,0,NA,0,0
17,2,NA,2,3,65,NA,1,1.184,1,3,5,1.08333,0,0,0,0,NA,0
17,2,1,2,3,65,NA,1,1.19,NA,3,5,1.08333,0,0,0,NA,0,0
17,2,0,2,3,65,NA,1,1.191,1,3,5,1.08333,0,0,0,NA,NA,0
17,2,0,2,3,65,NA,1,1.2,1,6,5,1,0.08333,0,0,0,NA,0
17,2,0,2,3,NA,59,1,1.2,NA,2,5,1.08333,0,0,0,0,0,0
17,NA,0,NA,NA,65,NA,1,1.206,1,3,5,1,0.08333,0,0,0,0,0
17,2,0,2,3,NA,NA,1,1.206,1,35,5,0.83333,0.25,0,0,NA,0,0
17,2,0,NA,3,NA,NA,1,1.217,1,6,5,1,0.08333,0,0,NA,NA,0
17,NA,1,2,3,65,NA,1,1.218,1,3,5,1.08333,0,0,0,NA,NA,0
17,NA,NA,2,NA,65,59,1,NA,1,6,5,1,0.08333,0,0,0,NA,0
17,2,1,2,NA,NA,59,1,1.22,1,6,5,1.08333,0,0,0,NA,0,0
17,2,NA,2,NA,65,59,1,1.224,1,3,5,1.08333,0,0,0,0,NA,0
17,NA,1,2,3,NA,NA,NA,1.228,1,6,5,1.08333,0,0,0,0,NA,0
17,2,1,2,3,65,NA,NA,1.229,1,3,5,1.08333,0,0,0,0,NA,0
17,2,NA,2,3,65,59,1,1.241,1,12,5,1,0.08333,0,0,0,NA,0
17,NA,NA,2,NA,NA,59,1,1.241,1,12,5,1,0.08333,0,0,0,NA,0
17,NA,0,NA,3,NA,59,NA,1.3,NA,9,5,1,0.08333,0,0,NA,0,0
17,NA,NA,2,NA,65,59,1,1.313,1,10,5,1,0.08333,0,0,0,0,0
17,2,1,2,3,NA,NA,NA,1.375,NA,8,5,1,0.08333,0,0,0,0,0
17,2,1,NA,3,65,59,NA,NA,1,2,5,1,0.08333,0,0,0,0,0
17,2,1,NA,NA,65,59,NA,1.508,1,3,5,1.08333,0,0,0,NA,0,0
29,NA,1,2,3,47,NA,NA,1.02,0,21,2,0,0.08333,1,0,1.291,NA,0
7,2,NA,NA,3,NA,58,NA,1.108,1,36,8,0.08333,0.25,0,0,NA,NA,0
29,2,0,2,3,NA,58,0.161,1.009,0,3,2,0,0,1,0,1.291,0,0
29,2,NA,2,NA,47,NA,0.161,1.019,1,6,1,0,0,1,0,NA,0,0
29,NA,0,2,3,47,NA,0.161,1.036,1,6,4,0,0,1,0,1.291,0,0
29,2,1,2,NA,47,58,NA,1.019,1,6,1,0,0,1,0,1.291,NA,0
29,2,1,NA,NA,47,58,NA,1.019,1,6,1,0,0,1,0,1.291,NA,0
16,2,1,2,5,53,58,0.054,1,1,6,4,0.41667,0.08333,0,0,NA,NA,0
16,NA,NA,2,NA,53,58,NA,1,1,5,4,0.41667,0.08333,0,0,0,0,0
16,2,NA,2,5,NA,NA,NA,1,1,6,4,0.41667,0.08333,0,0,NA,0,0
16,NA,0,NA,NA,53,58,0.054,1.013,1,6,4,0.41667,0.08333,0,0,NA,0,0
16,2,NA,2,NA,53,NA,NA,1,1,6,4,0.41667,0.08333,0,0,NA,NA,0
16,2,0,NA,5,53,58,0.054,1.034,1,6,4,0.41667,0.08333,0,0,NA,0,0
16,NA,0,2,NA,53,NA,NA,1,1,6,4,0.41667,0.08333,0,0,0,NA,0
16,NA,1,2,NA,NA,58,0.054,1.046,1,6,4,0.41667,0.08333,0,0,0,NA,0
16,NA,NA,NA,NA,53,58,0.054,1,1,6,4,0.41667,0.08333,0,0,NA,NA,0
16,NA,NA,2,5,53,NA,0.054,1.047,1,6,4,0.41667,0.08333,0,0,0,0,0
16,NA,0,NA,5,53,58,0.054,1.031,NA,5,4,0.41667,0.08333,0,0,0,NA,0
16,2,0,NA,5,53,58,NA,NA,1,6,4,0.5,0,0,0,0,0,0
16,2,0,2,5,53,58,0.054,1,1,6,4,0.5,0,0,0,0,0,0
16,2,NA,2,NA,53,NA,NA,NA,1,6,4,0.5,0,0,0,NA,NA,0
16,2,0,2,5,NA,58,0.054,1,1,6,4,0.5,0,0,0,0,0,0
16,2,0,2,5,53,NA,NA,1,1,6,4,0.5,0,0,0,NA,0,0
16,2,1,2,5,53,58,NA,1,1,6,4,0.5,0,0,0,NA,NA,0
16,NA,NA,2,5,NA,58,NA,1,1,6,4,0.5,0,0,0,0,NA,0
16,2,1,NA,5,53,NA,NA,1.001,1,6,4,0.5,0,0,0,0,0,0
16,2,1,NA,5,53,58,NA,1,1,6,4,0.5,0,0,0,0,0,0
16,NA,0,2,NA,53,NA,NA,1,NA,6,4,0.5,0,0,0,NA,0,0
16,2,0,2,NA,NA,58,NA,1.049,1,6,4,0.5,0,0,0,NA,NA,0
7,2,NA,NA,NA,60,58,NA,1.185,1,36,4,0.08333,0.25,0,0,0,NA,0
29,2,0,2,3,NA,58,NA,1.226,1,78,5,0,0.5,1,0,NA,NA,0
24,2,NA,NA,3,38,NA,0.221,1.029,1,12,1,0,0.08333,0,0,NA,NA,0
5,2,NA,NA,7,41,53,0.15,1.17,1,6,5,0,0.08333,0,0,0,0,0
5,2,NA,2,7,NA,53,NA,1.17,1,6,5,0,0.08333,0,0,NA,0,0
5,2,0,NA,7,NA,NA,NA,1.17,1,3,5,0,0.08333,0,0,0,0,0
